web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href
1594170343-495,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606556-amplia-casa-en-condominio-que-no-paga-gastos-comunes-uda#position=7&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,191 m²,128 m²,4,4,1,"Descripción
			
			
			
	

	

	
	
		Casa muy amplia, ubicada en sector muy tranquilo del sector, a pasos de importante colegio.
Piso 1: Living comedor separados en amplios espacios, baño de visitas, cocina amoblada y equipada, logia y bodega. 
Piso 2 dormitorio principal en suite y con waking closet, 2 amplios dormitorios y otro baño.
Piso 3: Enorme sala de estar y otra suite con closet.
Patio formado, con terraza techada, quincho, espacio para piscina, patio de servicio, antejardin, riego automático.
Ideal para familia grande.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: caldera
Calefacción: otro

Características propiedad 
antejardín, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, pieza de planchado, portón eléctrico, quincho, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
áreas verdes, juegos infantiles

Gastos 
Contribuciones: $ 70.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170388-516,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.590,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5573900-linda-casa-de-3-pisos-en-condominio-bien-mantenida-excelente-ubicacion-uda#position=36&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.59,200 m²,159 m²,5,3,3,"Descripción
			
			
			
	

	

	
	
		Casa en sector muy tranquilo, seguridad 24/7, cercana a colegios, locomoción, supermercados, Mall Plaza Norte y comercio en general.

Primer piso: Hall de acceso, oficina o pieza de servicio, living y comedor separados, con piso flotante, baño de visitas, cocina amoblada y equipada, loggia. 

Segundo piso: Dormitorio principal en suite, con walking closet, 2 dormitorios y segundo baño completo. Todo alfombrado.

Tercer piso: 2 dormitorios, mas amplia sala de estar, bodega y aire acondicionado. Todo alfombrado.

Exteriores: Gran antejardin, terraza con pergola, barbecue, estacionamiento para 3 autos.",UF,Huechuraba,Casas,Propiedades usadas,14-05-2020,,
1594170320-484,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5593753-berta-correa-los-libertadores-uda#position=18&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5,230 m²,94 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Casa muy bien mantenida en condominio muy tranquilo y muy bien ubicado-
Piso 1: Recibos, living comedor, sala de estar u oficina, baño visitas, cocina amplia, amoblada y equipada. Logia cerrada y amboblada. Terraza techada, Piscina. Estacionamiento para 2 vehículos.
Piso 2: Dormitorio principal en Suite y con waking closet, 2 dormitorios amplios y un tercer baño.
Condominio con gran seguridad 7/24, quincho, piscinas, áreas verdes, juegos infantiles, sala de eventos y estacionamiento de visitas

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, piscina, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 90.000
Gastos comunes: $ 50.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,5/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170454-545,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.890,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5703484-amplios-espacios-interiores-calefaccion-central-altos-del-carmen-condominio-uda#position=7&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.89,200 m²,141 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		3D + 3B + DORMITORIO SERVICIOS + LIVING Y COMEDOR + COCINA CON COMEDOR DE DIARIO + LOGIA CERRADA + SALA DE ESTAR O ESCRITORIO + TERRAZA CON PERGOLA Y PARRILLA + TERMOPANELES EN SEGUNDO PISO + CALEFACCIÓN CENTRAL 

Gran parque interior privado, con juegos infantiles, zonas de recreación, gimnasio y cancha de tenis es lo que ofrece este particular condominio llamado Club Altos del Carmen, ubicado en la mejor zona de Huechuraba, y frente al strip center Sta. Isabel con todo , a pasos de la locomoción colectiva y colegio a 10 minutos. 
Seguridad acceso por conserjería, cada sub_ condominio por acceso de portón eléctrico con claves.
Único en el sector, este recinto permite una vida al aire libre segura y muy bien cuidada.
Ubicación Nor oriente, zona de juegos y plaza en cada sub condominio. 141/200 mT2.



Descripción
Casa aislada de dos pisos
Antejardín, Porche de entrada, hall de acceso y distribución decorado piso con cerámicas. 
Living y comedor con salida a terraza equipada con pérgola y parrilla, muy luminoso por su orientación nororiente.
Sala de estar o escritorio y baño completo de servicios o visita. Todo el 1er nivel con piso flotante.

Cocina amoblada y equipada con horno empotrado y cocina encimera, salida a logia techada y dormitorio de servicios.

Segundo piso, dormitorio principal en suite con amplios closet y baño con shoower door, balcón exclusivo. 
Dos dormitorios de niños cada uno con closet, mallas seguridad niños en ventana, baño completo con separación de ambientes de lavamanos y WC.

Todo el segundo piso, con piso flotante de reciente mejora, y con ventanas termo paneles de aluminio.

Jardín interior con riego automático, pérgola y terraza acompañada de parrilla. 

CONDOMINO
Conserjería las 24 hrs., juegos infantiles en dos zonas, cancha de tenis y gimnasio, seguridad interior, estacionamientos de visitas, grandes y muy bien cuidadas áreas verdes ideal para trotar y hacer deporte, vista del entorno rodeada de naturaleza.


Gc: $65.000
Contribuciones: $186.000



Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: caldera

Características propiedad 
alarma, antejardín, comedor de diario, despensa, escritorio, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, multicancha

Gastos 
Contribuciones: $ 186.000
Gastos comunes: $ 65.000

Otros suministros 
internet, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,4/7/2020,,
1594170271-461,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.490,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5545672-impecable-completamente-refaccionada-en-condominio-uda#position=41&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.49,200 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		EXCELENTE PROPIEDAD, COMPLETAMENTE REFACCIONADA ( PINTURA, PISOS, JARDIN) EN CONDOMINIO, A PASOS DE PEDRO FONTOVA, CERCANA A MULTIPLES SERVICIOS, COLEGIOS, SUPERMERCADOS!!!

Primer piso: hall de entrada, baño de visita, living comedor separados, cocina amoblada y equipada con comedor de diario, logia cerrada y techada.

Segundo piso: Tres dormitorios, uno de ellos en suite, segundo baño completo.

Tercer piso: Gran sala de estar, dormitorio en suite.

Terraza con pergola, estacionamiento con adoquines, riego automático, barbecue. 



Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Características propiedad 
antejardín, comedor de diario, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, juegos infantiles

Gastos 
Contribuciones: $ 80.000
Gastos comunes: $ 45.000",UF,Huechuraba,Casas,Propiedades usadas,6/4/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170409-524,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5629263-del-manantial-0-uda#position=28&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,220 m²,110 m²,4,2,2,"Descripción
			
			
			
	

	

	
	
		Amplia Casa 
vendo
Disponible

Entrada de autos
casa de 2 pisos
Solida / construcción de concreto completa

Hall de entrada, Living Comedor. Salidas a terraza Techada y cerrada a Jardín formado
Todo en Buen estado de conservación
Cocina completa equipada, comedor de diario, Logia
En segundo Piso 3 dormitorios y 1 baños, y Sala de Estar

Disponible!!

Contacto para Visitas y mas Detalles!!",UF,Huechuraba,Casas,Propiedades usadas,25-05-2020,,
1594170362-504,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608769-en-condominio-no-perimetral-uda#position=48&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.6,200 m²,140 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Amplia casa de 3 pisos en condominio.
Piso uno: Hall de entrada, Living Comedor separados, amplia cocina iluminada, logia, baño de visitas. Gran terraza y jardín formado.
Piso dos:Dormitorio principal en Suite con Walking Closet, 2 amplios dormitirios y baño completo.
Piso tres: Gran sala de estar y otro dormitorio.

Ubicada en Condominio muy tranquilo y seguro.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
alarma, antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 98.000
Gastos comunes: $ 58.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
1594170311-480,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.000,https://www.portalinmobiliario.com/MLC-524477653-casa-en-venta-el-guanaco-norte-_JM#position=22&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6,169 m²,130 m²,3,3,3,"Descripción
			
			
			
	

	

	
	
		FPV3803 DISTRIBUCIÓN: PRIMER PISO:Hall de entrada, living - comedor juntos, escritorio o sala de estar en primer piso, baño de visita, cocina amoblada y equipada con espacio para comedor de diario, amplia logia.  SEGUNDO PISO: 3 dormitorios principal en suite, 2 baños completos.  TERMINACIONES: Living - comedor con piso flotante, alfombra en dormitorios y sala de estar, cubierta muebles de cocina granito, ventanas termopanel. EXTERIOR: Estacionamiento descubierto para 2 autos, terraza techada.",UF,Huechuraba,Casas,Propiedades usadas,24-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170452-544,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.950,https://www.portalinmobiliario.com/MLC-535322732-casa-en-venta-altos-del-valle-_JM#position=8&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.95,237 m²,138 m²,5,5,3,"Descripción
			
			
			
	

	

	
	
		FLT1725 Casa en condominio Haras de Huechuraba 2, frente a plaza del condominio y cercana a colegios, centros comerciales y áreas verdes. La propiedad se desarrolla en dos pisos. En el primer nivel cuenta con hall de acceso, living y comedor en L, con salida terraza y patio, cocina moderna amoblada, equipada con horno eléctrico, cocina por inducción eléctrica y a gas, espacio para lavavajillas y salida a patio de servicio. Dormitorio principal en suite, con walk in closet y tina de hidromasaje, con salida al patio. Además, cuenta con un segundo dormitorio en suite más pequeño cercano al acceso, que puede ser usado como escritorio o pieza de servicio o baño de visita. En segundo nivel tiene tres dormitorios y un baño. 2 estacionamientos junto al acceso, termopanel en todas las ventanas, algunos blindados y los del segundo piso con filtro UV, persianas de pvc en ventanas, toldo retráctil en terraza, riego automático instalado, alarma. Condominio con seguridad y control de acceso permanente.",UF,Huechuraba,Casas,Propiedades usadas,3/7/2020,,
1594170328-488,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.775,https://www.portalinmobiliario.com/MLC-525812993-casa-en-condominio-en-comuna-de-huechuraba-_JM#position=14&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.775,100 m²,71 m²,3,3,4,"Descripción
			
			
			
	

	

	
	
		Casa de dos pisos pareada con orientación sur, poniente, oriente, 3 dormitorios, 4 baños, living - comedor, cocina equipada, loggia, patio techado, 4 estacionamientos. Cercano a Supermercados, Colegio y Excelente Conectividad. Contribuciones $70.000.",UF,Huechuraba,Casas,Propiedades usadas,7/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170288-469,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.700,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5559993-huechuraba-uda#position=33&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.7,180 m²,128 m²,4,3,3,"Descripción
			
			
			
	

	

	
	
		Linda casa de 3 pisos, aislada ubicada en interior de condominio

Primer Piso 
Living comedor, baño de visita, cocina equipada y amoblada con encimera, horno electrico y campana, logia cerrada y techada.

Segundo Piso
Dormitorio en suite con walkin closet y aire acondicionado, mas dos dormitorios con closet que comparten otro baño.
Tercer Piso
un dormitorio con gran sala de estar

Exterior
Amplia terraza transformada en sala de estar o sala para eventos y bar
Imteresados coordinar con
Mariela Morales
fono +56 9 77996607 
mail marielamorales@mycgestion.cl",UF,Huechuraba,Casas,Propiedades usadas,15-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
